company,year,text,label,score,score_diff,all_labels,all_scores,text_short
Porsche,2023,Seit 2016 baut die Porsche AG systematisch ein Start-up-Ökosystem auf.,konkrete Maßnahme,0.5334571003913879,0.13702541589736938,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5334571003913879, 0.39643168449401855, 0.07011115550994873]",Seit 2016 baut die Porsche AG systematisch ein Start-up-Ökosystem auf.
Porsche,2023,* Negative Emission,unsicher,0.4289107620716095,0.02480420470237732,"['vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme']","[0.4289107620716095, 0.4041065573692322, 0.16698259115219116]",* Negative Emission
Porsche,2023,* Circular Economy,vage Behauptung,0.5427045226097107,0.11422759294509888,"['vage Behauptung', 'konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage']","[0.5427045226097107, 0.4284769296646118, 0.028818519786000252]",* Circular Economy
Porsche,2023,vollständige Elektrifizierung der volumenstarken Baureihe,fragwürdige Nachhaltigkeitsaussage,0.5402858257293701,0.17363759875297546,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.5402858257293701, 0.36664822697639465, 0.0930660292506218]",vollständige Elektrifizierung der volumenstarken Baureihe
Porsche,2023,Im Jahr 2030 mehr als 80 Prozent der Neufahrzeuge vollelektrisch auszuliefern,konkrete Maßnahme,0.5885246992111206,0.3166998326778412,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5885246992111206, 0.2718248665332794, 0.13965041935443878]",Im Jahr 2030 mehr als 80 Prozent der Neufahrzeuge vollelektrisch auszuliefern
Porsche,2023,Ende 2023 schafft Porsche das Vorstandsressort Car-IT.,unsicher,0.4753098785877228,0.05585038661956787,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4753098785877228, 0.4194594919681549, 0.10523062944412231]",Ende 2023 schafft Porsche das Vorstandsressort Car-IT.
Porsche,2023,Kein relevantes Zitat gefunden.,fragwürdige Nachhaltigkeitsaussage,0.6819538474082947,0.45968933403491974,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.6819538474082947, 0.22226451337337494, 0.09578166902065277]",Kein relevantes Zitat gefunden.
Porsche,2023,Kein Text mit Nachhaltigkeitsversprechen vorhanden.,vage Behauptung,0.5517562031745911,0.24315449595451355,"['vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme']","[0.5517562031745911, 0.3086017072200775, 0.1396421194076538]",Kein Text mit Nachhaltigkeitsversprechen vorhanden.
Porsche,2023,Es ermöglicht zudem Gangwechsel ohne Zugkraftunterbrechung und reduziert den Kraftstoffverbrauch.,konkrete Maßnahme,0.8621304035186768,0.7899666577577591,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.8621304035186768, 0.07216374576091766, 0.06570584326982498]",Es ermöglicht zudem Gangwechsel ohne Zugkraftunterbrechung und reduziert den Kraftstoffverbrauch.
Porsche,2023,Kein Text mit Nachhaltigkeitsversprechen vorhanden.,vage Behauptung,0.5517562031745911,0.24315449595451355,"['vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme']","[0.5517562031745911, 0.3086017072200775, 0.1396421194076538]",Kein Text mit Nachhaltigkeitsversprechen vorhanden.
Porsche,2023,Kein relevantes Ziel zur Nachhaltigkeit gefunden.,vage Behauptung,0.9825553297996521,0.9670946300029755,"['vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme']","[0.9825553297996521, 0.015460699796676636, 0.001983927795663476]",Kein relevantes Ziel zur Nachhaltigkeit gefunden.
Porsche,2023,Wir schaffen die Voraussetzungen für langfristig sichere Arbeitsplätze.,konkrete Maßnahme,0.9351499676704407,0.8929671496152878,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9351499676704407, 0.04218281805515289, 0.022667208686470985]",Wir schaffen die Voraussetzungen für langfristig sichere Arbeitsplätze.
Porsche,2023,"Es gibt kein explizites Nachhaltigkeitsversprechen im Text, das ein konkretes Ziel verfolgt.",vage Behauptung,0.9975075125694275,0.9959281559567899,"['vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme']","[0.9975075125694275, 0.001579356612637639, 0.0009131693514063954]","Es gibt kein explizites Nachhaltigkeitsversprechen im Text, das ein konkretes Ziel verfolgt."
Porsche,2023,"""damit wollen wir die Zukunft der nachhaltigen Mobilität maßgeblich mitgestalten.""",konkrete Maßnahme,0.9946483969688416,0.9918655261863023,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9946483969688416, 0.0027828707825392485, 0.0025687124580144882]","""damit wollen wir die Zukunft der nachhaltigen Mobilität maßgeblich mitgestalten."""
Porsche,2023,"""Und mit dem vollelektrischen Macan erhöhen wir das Tempo auf unserem Weg zu einer nachhaltigeren Elektromobilität.""",konkrete Maßnahme,0.9597464799880981,0.9374465346336365,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9597464799880981, 0.02229994535446167, 0.0179535411298275]","""Und mit dem vollelektrischen Macan erhöhen wir das Tempo auf unserem Weg zu einer nachhaltigeren Elektromobilität."""
Porsche,2023,"""Künftig wollen wir spezielle Batteriezellen im großen Maßstab in einem eigenen Werk selbst fertigen.""",unsicher,0.4312383234500885,0.00834086537361145,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.4312383234500885, 0.42289745807647705, 0.14586427807807922]","""Künftig wollen wir spezielle Batteriezellen im großen Maßstab in einem eigenen Werk selbst fertigen."""
Porsche,2023,Mehr Klimaschutz geht nur zusammen mit den Partnern.,konkrete Maßnahme,0.9798459410667419,0.9639462195336819,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9798459410667419, 0.015899721533060074, 0.004254350904375315]",Mehr Klimaschutz geht nur zusammen mit den Partnern.
Porsche,2023,"""damit es nicht nur mein Traum bleibt, unterstütze ich in meinem Heimatland in verschiedenen sozialen Projekten vor allem Frauen in der Bildung.""",konkrete Maßnahme,0.6206589341163635,0.3452432155609131,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.6206589341163635, 0.27541571855545044, 0.10392529517412186]","""damit es nicht nur mein Traum bleibt, unterstütze ich in meinem Heimatland in verschiedenen sozialen Projekten vor allem Frauen in der Bildung."""
Porsche,2023,auf nachhaltiges Wachstum ausgerichtete Unternehmensstrategie,konkrete Maßnahme,0.9971778392791748,0.9955912767909467,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9971778392791748, 0.0015865624882280827, 0.0012356162769719958]",auf nachhaltiges Wachstum ausgerichtete Unternehmensstrategie
Porsche,2023,"Ab dem kommenden Jahr ist geplant, das Thema Produkt- und Technikkompetenz auch zu einem Teil des Aufsichtsrats-Schulungstags zu machen.",konkrete Maßnahme,0.5684700608253479,0.2134246826171875,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5684700608253479, 0.3550453782081604, 0.07648459076881409]","Ab dem kommenden Jahr ist geplant, das Thema Produkt- und Technikkompetenz auch zu einem Teil des Aufsichtsrats-Schulungstags zu machen."
Porsche,2023,"""langfristige Nachfolgeplanung.""",konkrete Maßnahme,0.9496063590049744,0.9200493488460779,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9496063590049744, 0.029557010158896446, 0.020836612209677696]","""langfristige Nachfolgeplanung."""
Porsche,2023,"""Bei der Transformation der Wirtschaft zu mehr Nachhaltigkeit und der damit verbundenen Bekämpfung des Klimawandels spielt die Mobilität und damit die Automobilbranche eine zentrale Rolle.""",konkrete Maßnahme,0.9631773233413696,0.9399203583598137,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9631773233413696, 0.02325696498155594, 0.01356566697359085]","""Bei der Transformation der Wirtschaft zu mehr Nachhaltigkeit und der damit verbundenen Bekämpfung des Klimawandels spielt die Mobilität und damit die"
Porsche,2023,"""nachhaltiges und wertschaffendes Wachstum zu stärken und seinen ökologischen Fußabdruck kontinuierlich zu senken.""",konkrete Maßnahme,0.9645634293556213,0.9445396643131971,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9645634293556213, 0.020023765042424202, 0.015412840992212296]","""nachhaltiges und wertschaffendes Wachstum zu stärken und seinen ökologischen Fußabdruck kontinuierlich zu senken."""
Porsche,2023,Strategiefeld Dekarbonisierung,konkrete Maßnahme,0.9968718886375427,0.9945977202150971,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9968718886375427, 0.002274168422445655, 0.0008539541158825159]",Strategiefeld Dekarbonisierung
Porsche,2023,"Der Porsche AG Konzern plant, im Jahr 2030 mehr als 80 Prozent seiner Fahrzeuge mit rein elektrischem Antrieb auszuliefern.",konkrete Maßnahme,0.6332446932792664,0.42319561541080475,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.6332446932792664, 0.2100490778684616, 0.15670618414878845]","Der Porsche AG Konzern plant, im Jahr 2030 mehr als 80 Prozent seiner Fahrzeuge mit rein elektrischem Antrieb auszuliefern."
Porsche,2023,"""In 2024 wird die Produktpalette um den vollelektrischen Macan erweitert.""",unsicher,0.4299802780151367,0.009139329195022583,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4299802780151367, 0.42084094882011414, 0.14917878806591034]","""In 2024 wird die Produktpalette um den vollelektrischen Macan erweitert."""
Porsche,2023,Aufbauend auf seiner Elektrifizierungsstrategie strebt der Porsche AG Konzern eine weitere Dekarbonisierung der durchschnittlichen CO2-Emissionen der Produkte und Prozesse an. Dies hat der Porsche AG Konzern für den gesamten Lebenszyklus der Fahrzeuge in seiner Strategie verankert.,konkrete Maßnahme,0.9977630376815796,0.9959500628756359,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9977630376815796, 0.0018129748059436679, 0.0004239431000314653]",Aufbauend auf seiner Elektrifizierungsstrategie strebt der Porsche AG Konzern eine weitere Dekarbonisierung der durchschnittlichen CO2-Emissionen der 
Porsche,2023,Die Porsche AG und ausgewählte Tochtergesellschaften ermitteln in Zusammenarbeit mit dem Volkswagen Konzern die errechnete Menge der Treibhausgasemissionen entlang der gesamten Wertschöpfungskette der Fahrzeuge anhand des Dekarbonisierungsindex (DKI) in Tonnen CO2-Äquivalent pro Fahrzeug1.,konkrete Maßnahme,0.6643494367599487,0.4385365694761276,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.6643494367599487, 0.2258128672838211, 0.10983765870332718]",Die Porsche AG und ausgewählte Tochtergesellschaften ermitteln in Zusammenarbeit mit dem Volkswagen Konzern die errechnete Menge der Treibhausgasemiss
Porsche,2023,Die Porsche AG bemüht sich...um die Reduktion des Anteils von Primärrohstoffen und geschlossene Rohstoffkreisläufe.,konkrete Maßnahme,0.6223476529121399,0.35231634974479675,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.6223476529121399, 0.27003130316734314, 0.10762102901935577]",Die Porsche AG bemüht sich...um die Reduktion des Anteils von Primärrohstoffen und geschlossene Rohstoffkreisläufe.
Porsche,2023,Die Vermeidung von Kunststoffabfällen,konkrete Maßnahme,0.6919850707054138,0.4714401960372925,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.6919850707054138, 0.22054487466812134, 0.08747005462646484]",Die Vermeidung von Kunststoffabfällen
Porsche,2023,"Der Porsche AG Konzern verfolgt an seinen Fahrzeugproduktionsstandorten langfristig die Vision einer ""Zero Impact Factory"" – eine Fahrzeugproduktion mit möglichst geringen negativen Umweltauswirkungen.",konkrete Maßnahme,0.990818202495575,0.9860748969949782,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.990818202495575, 0.004743305500596762, 0.004438551142811775]","Der Porsche AG Konzern verfolgt an seinen Fahrzeugproduktionsstandorten langfristig die Vision einer ""Zero Impact Factory"" – eine Fahrzeugproduktion m"
Porsche,2023,Dekarbonisierungsziele des Porsche AG Konzerns,konkrete Maßnahme,0.9769451022148132,0.9608428105711937,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9769451022148132, 0.016102291643619537, 0.006952615454792976]",Dekarbonisierungsziele des Porsche AG Konzerns
Porsche,2023,"""setzt sich...für Vielfalt und Inklusion in der Belegschaft ein"", ""setzt...einen Schwerpunkt bei Diversität und Chancengleichheit.""",konkrete Maßnahme,0.7739883661270142,0.612384095788002,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.7739883661270142, 0.16160427033901215, 0.06440740823745728]","""setzt sich...für Vielfalt und Inklusion in der Belegschaft ein"", ""setzt...einen Schwerpunkt bei Diversität und Chancengleichheit."""
Porsche,2023,Gleichbehandlung und Chancengleichheit für die eigene Belegschaft,konkrete Maßnahme,0.6262839436531067,0.38435792922973633,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.6262839436531067, 0.24192601442337036, 0.13179005682468414]",Gleichbehandlung und Chancengleichheit für die eigene Belegschaft
Porsche,2023,Die Umwelt erhalten,konkrete Maßnahme,0.765041708946228,0.6382891237735748,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.765041708946228, 0.1267525851726532, 0.10820568352937698]",Die Umwelt erhalten
Porsche,2023,Gute Arbeits- und Lebensbedingungen sichern,konkrete Maßnahme,0.9614245891571045,0.9417225755751133,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9614245891571045, 0.019702013581991196, 0.01887337490916252]",Gute Arbeits- und Lebensbedingungen sichern
Porsche,2023,Das gesellschaftliche Miteinander stärken,konkrete Maßnahme,0.8759447336196899,0.8014882206916809,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.8759447336196899, 0.07445651292800903, 0.049598727375268936]",Das gesellschaftliche Miteinander stärken
Porsche,2023,"""Das angestrebte Ziel der bilanziellen CO2-Neutralität entlang der Wertschöpfungskette der neu produzierten Fahrzeuge in 2030""",konkrete Maßnahme,0.999420702457428,0.9991254065535031,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.999420702457428, 0.0002952959039248526, 0.00028398330323398113]","""Das angestrebte Ziel der bilanziellen CO2-Neutralität entlang der Wertschöpfungskette der neu produzierten Fahrzeuge in 2030"""
Porsche,2023,Dekarbonisierung Kreislaufwirtschaft,konkrete Maßnahme,0.868001401424408,0.7748923376202583,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.868001401424408, 0.09310906380414963, 0.03888951241970062]",Dekarbonisierung Kreislaufwirtschaft
Porsche,2023,"""Vor allem junge oder benachteiligte Menschen sollen durch gezielte Förderung und Ausbildung befähigt werden, ihre Lebenssituation dauerhaft zu verbessern.""",konkrete Maßnahme,0.9914937019348145,0.986723929643631,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9914937019348145, 0.004769772291183472, 0.003736532060429454]","""Vor allem junge oder benachteiligte Menschen sollen durch gezielte Förderung und Ausbildung befähigt werden, ihre Lebenssituation dauerhaft zu verbes"
Porsche,2023,Das gesellschaftliche Engagement des Porsche AG Konzerns weltweit noch besser zu bündeln und weiter zu stärken.,konkrete Maßnahme,0.8301502466201782,0.7357278168201447,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.8301502466201782, 0.09442242980003357, 0.07542729377746582]",Das gesellschaftliche Engagement des Porsche AG Konzerns weltweit noch besser zu bündeln und weiter zu stärken.
Porsche,2023,* Eine ökologisch nachhaltigere Beschaffung bei unmittelbaren Zulieferern sicherstellen,konkrete Maßnahme,0.9834367036819458,0.9718411257490516,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9834367036819458, 0.01159557793289423, 0.00496775284409523]",* Eine ökologisch nachhaltigere Beschaffung bei unmittelbaren Zulieferern sicherstellen
Porsche,2023,* Die Einhaltung von Menschenrechtsstandards bei unmittelbaren Zulieferern sicherstellen,konkrete Maßnahme,0.6896904110908508,0.4374498426914215,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.6896904110908508, 0.2522405683994293, 0.058069076389074326]",* Die Einhaltung von Menschenrechtsstandards bei unmittelbaren Zulieferern sicherstellen
Porsche,2023,* Soziale Beschäftigungspraktiken bei unmittelbaren Zulieferern sicherstellen,konkrete Maßnahme,0.8047588467597961,0.6516919881105423,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.8047588467597961, 0.15306685864925385, 0.04217435047030449]",* Soziale Beschäftigungspraktiken bei unmittelbaren Zulieferern sicherstellen
Porsche,2023,* Ein verantwortungsvolles Ressourcenmanagement bei unmittelbaren Zulieferern sicherstellen,konkrete Maßnahme,0.8484116792678833,0.7336477041244507,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.8484116792678833, 0.11476397514343262, 0.03682433441281319]",* Ein verantwortungsvolles Ressourcenmanagement bei unmittelbaren Zulieferern sicherstellen
Porsche,2023,"Konkret hat sich die Porsche AG zum Ziel gesetzt, bis 2030 mit 90 % ihres Einkaufvolumens an Produktionsmaterialien die höchsten internen Qualitätsstandards der Nachhaltigkeit zu erfüllen. Das bedeutet: Bis zu dieser Zielmarke sollen 90 % der unmittelbaren Zulieferer von Produktionsmaterial ein S-Rating der besten Bewertungskategorie (A) erreichen.",konkrete Maßnahme,0.9997568726539612,0.9995748849178199,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9997568726539612, 0.00018198773614130914, 6.10774295637384e-05]","Konkret hat sich die Porsche AG zum Ziel gesetzt, bis 2030 mit 90 % ihres Einkaufvolumens an Produktionsmaterialien die höchsten internen Qualitätssta"
Porsche,2023,Im Berichtsjahr hat die Porsche AG das ESG-Management weiter ausgebaut und ein zentrales Steuerungs- und Monitoringsystem für ESG-Daten in Betrieb genommen. Zudem wurde die Harmonisierung der themenspezifischen Compliance-Management-Systeme der Porsche AG weiter fortgeführt,konkrete Maßnahme,0.9324649572372437,0.8893821239471436,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9324649572372437, 0.0430828332901001, 0.024452153593301773]",Im Berichtsjahr hat die Porsche AG das ESG-Management weiter ausgebaut und ein zentrales Steuerungs- und Monitoringsystem für ESG-Daten in Betrieb gen
Porsche,2023,Seit dem Berichtsjahr 2023 sind ausgewählte Nachhaltigkeitsziele als ein Kriterium im Vergütungssystem für den Vorstand etabliert.,konkrete Maßnahme,0.9996837377548218,0.9994646629929775,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9996837377548218, 0.00021907476184424013, 9.72138368524611e-05]",Seit dem Berichtsjahr 2023 sind ausgewählte Nachhaltigkeitsziele als ein Kriterium im Vergütungssystem für den Vorstand etabliert.
Porsche,2023,Ab 2024 soll der Beschwerdeprozess auf die Standorte Weissach und Leipzig ausgeweitet werden.,unsicher,0.4461750388145447,0.03833797574043274,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.4461750388145447, 0.40783706307411194, 0.14598792791366577]",Ab 2024 soll der Beschwerdeprozess auf die Standorte Weissach und Leipzig ausgeweitet werden.
Porsche,2023,Die Porsche AG möchte den regelmäßigen direkten Austausch mit Anwohnerinnen und Anwohnern weiter ausbauen,konkrete Maßnahme,0.6584457159042358,0.40359872579574585,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.6584457159042358, 0.25484699010849, 0.08670733124017715]",Die Porsche AG möchte den regelmäßigen direkten Austausch mit Anwohnerinnen und Anwohnern weiter ausbauen
Porsche,2023,"""der Nachhaltigkeitsstrategie 2030""",konkrete Maßnahme,0.9986717104911804,0.997776907752268,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9986717104911804, 0.0008948027389124036, 0.00043354430817998946]","""der Nachhaltigkeitsstrategie 2030"""
Porsche,2023,"2023 hat der Porsche AG Konzern eine neue Wesentlichkeitsanalyse durchgeführt, die auf den künftigen Vorgaben der Corporate Sustainability Reporting Directive (CSRD) basiert.",konkrete Maßnahme,0.7724335789680481,0.6331980377435684,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.7724335789680481, 0.13923554122447968, 0.08833081275224686]","2023 hat der Porsche AG Konzern eine neue Wesentlichkeitsanalyse durchgeführt, die auf den künftigen Vorgaben der Corporate Sustainability Reporting D"
Porsche,2023,Im Jahr 2024 soll der Wesentlichkeitsprozess zudem mit dem Volkswagen Konzern harmonisiert werden.,konkrete Maßnahme,0.6009683012962341,0.34749436378479004,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.6009683012962341, 0.2534739375114441, 0.14555782079696655]",Im Jahr 2024 soll der Wesentlichkeitsprozess zudem mit dem Volkswagen Konzern harmonisiert werden.
Porsche,2023,Anteil der ausgelieferten rein elektrischen Fahrzeuge am Gesamtabsatz,unsicher,0.4372127950191498,0.06542971730232239,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4372127950191498, 0.3717830777168274, 0.19100412726402283]",Anteil der ausgelieferten rein elektrischen Fahrzeuge am Gesamtabsatz
