company,year,text,label,score,score_diff,all_labels,all_scores,text_short
Audi,2023,Bis 2026 werden unsere Kundinnen und Kunden die letzten großen Weltpremieren neuer Modellreihen mit konventionellen Antrieben erleben.,unsicher,0.4674457311630249,0.0954926609992981,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4674457311630249, 0.3719530701637268, 0.16060113906860352]",Bis 2026 werden unsere Kundinnen und Kunden die letzten großen Weltpremieren neuer Modellreihen mit konventionellen Antrieben erleben.
Audi,2023,Bis 2027 will die Marke in allen Kernsegmenten ein rein elektrisches Fahrzeug im Portfolio anbieten.,konkrete Maßnahme,0.6228762269020081,0.3062918186187744,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.6228762269020081, 0.31658440828323364, 0.06053932011127472]",Bis 2027 will die Marke in allen Kernsegmenten ein rein elektrisches Fahrzeug im Portfolio anbieten.
Audi,2023,Wir sind mit hohem Tempo in Richtung E-Mobilität unterwegs.,unsicher,0.46296536922454834,0.003602832555770874,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.46296536922454834, 0.45936253666877747, 0.0776720941066742]",Wir sind mit hohem Tempo in Richtung E-Mobilität unterwegs.
Audi,2023,Bis Ende des Jahrzehnts werden all unsere Audi Werke mindestens ein E-Modell produzieren.,unsicher,0.4589833915233612,0.08290588855743408,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.4589833915233612, 0.3760775029659271, 0.16493912041187286]",Bis Ende des Jahrzehnts werden all unsere Audi Werke mindestens ein E-Modell produzieren.
Audi,2023,"Wir haben uns zum Ziel gesetzt, bis 2033 ... unsere Fabrikkosten im Schnitt weltweit zu halbieren.",konkrete Maßnahme,0.8406594395637512,0.7411841526627541,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.8406594395637512, 0.09947528690099716, 0.05986528471112251]","Wir haben uns zum Ziel gesetzt, bis 2033 ... unsere Fabrikkosten im Schnitt weltweit zu halbieren."
Audi,2023,wir werden die Umweltauswirkungen weiter minimieren,konkrete Maßnahme,0.9457111358642578,0.915400231257081,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9457111358642578, 0.03031090460717678, 0.023977896198630333]",wir werden die Umweltauswirkungen weiter minimieren
Audi,2023,Wir werden das Produktportfolio transformieren und auf Elektrofahrzeuge umstellen.,unsicher,0.4498586058616638,0.012134194374084473,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.4498586058616638, 0.43772441148757935, 0.11241693794727325]",Wir werden das Produktportfolio transformieren und auf Elektrofahrzeuge umstellen.
Audi,2023,"Unser Ziel ist es, die Menge an wiederverwerteten Materialien in unseren Fahrzeugen kontinuierlich zu erhöhen.",konkrete Maßnahme,0.8577528595924377,0.7831592112779617,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.8577528595924377, 0.07459364831447601, 0.06765350699424744]","Unser Ziel ist es, die Menge an wiederverwerteten Materialien in unseren Fahrzeugen kontinuierlich zu erhöhen."
Audi,2023,Es gibt kein Nachhaltigkeitsversprechen mit einem konkreten Ziel im Text.,vage Behauptung,0.9892812371253967,0.9805874926969409,"['vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme']","[0.9892812371253967, 0.00869374442845583, 0.0020250054076313972]",Es gibt kein Nachhaltigkeitsversprechen mit einem konkreten Ziel im Text.
Audi,2023,"""In Zukunft soll Effizienz eines der differenzierenden Merkmale der Audi Fahrzeuge sein.""",konkrete Maßnahme,0.535747230052948,0.21016481518745422,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.535747230052948, 0.3255824148654938, 0.1386703997850418]","""In Zukunft soll Effizienz eines der differenzierenden Merkmale der Audi Fahrzeuge sein."""
Audi,2023,"nachhaltig gestaltete Innenräume sein – unter anderem durch den Einsatz von Materialien, die einer Kreislaufwirtschaft entstammen.",konkrete Maßnahme,0.9845592975616455,0.9717471031472087,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9845592975616455, 0.012812194414436817, 0.002628499176353216]","nachhaltig gestaltete Innenräume sein – unter anderem durch den Einsatz von Materialien, die einer Kreislaufwirtschaft entstammen."
Audi,2023,"""Wir stellen uns dem neuen Wettbewerb selbstbewusst"", sagt CEO Gernot Döllner. ""Unser Anspruch ist ganz klar, in China auch bei E-Modellen wichtiger Premium-Player zu sein – so wie mit unseren Verbrennern.""",konkrete Maßnahme,0.5925330519676208,0.36542582511901855,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5925330519676208, 0.2271072268486023, 0.18035978078842163]","""Wir stellen uns dem neuen Wettbewerb selbstbewusst"", sagt CEO Gernot Döllner. ""Unser Anspruch ist ganz klar, in China auch bei E-Modellen wichtiger P"
Audi,2023,Ende 2024 sollen die ersten E-Autos vom Band rollen.,unsicher,0.3984065651893616,0.0031004250049591064,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.3984065651893616, 0.39530614018440247, 0.20628730952739716]",Ende 2024 sollen die ersten E-Autos vom Band rollen.
Audi,2023,"""Wir wollen Nordamerika neben Europa und China als drittes Standbein stärken – und so auch global robuster werden""",konkrete Maßnahme,0.6516299247741699,0.4064634144306183,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.6516299247741699, 0.24516651034355164, 0.10320354998111725]","""Wir wollen Nordamerika neben Europa und China als drittes Standbein stärken – und so auch global robuster werden"""
Audi,2023,• (Es gibt kein explizites Nachhaltigkeitsversprechen mit einem konkreten Ziel),vage Behauptung,0.9954047799110413,0.9917795592918992,"['vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme']","[0.9954047799110413, 0.0036252206191420555, 0.0009700144873932004]",• (Es gibt kein explizites Nachhaltigkeitsversprechen mit einem konkreten Ziel)
Audi,2023,* bis 2030 vollständig klimaneutral zu sein,konkrete Maßnahme,0.9539404511451721,0.9277374316006899,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9539404511451721, 0.02620301954448223, 0.019856488332152367]",* bis 2030 vollständig klimaneutral zu sein
Audi,2023,* den Betrieb in Crewe sogar klimapositiv zu gestalten,konkrete Maßnahme,0.9816480875015259,0.9688987033441663,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9816480875015259, 0.0127493841573596, 0.0056025246158242226]",* den Betrieb in Crewe sogar klimapositiv zu gestalten
Audi,2023,* In der zweiten Hälfte des Jahrzehnts wird die britische Marke nur noch Plug-inHybrid- oder batterieelektrische Fahrzeuge herstellen.,unsicher,0.41223984956741333,0.08549374341964722,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.41223984956741333, 0.3267461061477661, 0.26101401448249817]",* In der zweiten Hälfte des Jahrzehnts wird die britische Marke nur noch Plug-inHybrid- oder batterieelektrische Fahrzeuge herstellen.
Audi,2023,* 2021–2022: finale Verbesserung der Verbrennungsmotoren,unsicher,0.4825895130634308,0.09557455778121948,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4825895130634308, 0.3870149552822113, 0.13039559125900269]",* 2021–2022: finale Verbesserung der Verbrennungsmotoren
Audi,2023,* bis Ende 2024: Elektrifizierung der gesamten Produktpalette (Hybridantriebe),unsicher,0.4441388249397278,0.006885737180709839,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4441388249397278, 0.43725308775901794, 0.11860807985067368]",* bis Ende 2024: Elektrifizierung der gesamten Produktpalette (Hybridantriebe)
Audi,2023,* 2028: Einführung einer vierten Modellreihe mit reinem Elektroantrieb,unsicher,0.4833187758922577,0.09723013639450073,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4833187758922577, 0.38608863949775696, 0.13059261441230774]",* 2028: Einführung einer vierten Modellreihe mit reinem Elektroantrieb
Audi,2023,* 2029: erster vollelektrischer SUV,unsicher,0.47991788387298584,0.06660667061805725,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.47991788387298584, 0.4133112132549286, 0.10677088052034378]",* 2029: erster vollelektrischer SUV
Audi,2023,"Bis 2030 sollen außerdem die CO2-Emissionen über die gesamte Wertschöpfungskette – von den Lieferketten über Fertigung und Logistik bis zur Nutzungsphase – pro Fahrzeug um 40 Prozent reduziert werden, als Vergleichsbasis dient das Jahr 2021.",konkrete Maßnahme,0.8575406670570374,0.78297458589077,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.8575406670570374, 0.0745660811662674, 0.06789318472146988]",Bis 2030 sollen außerdem die CO2-Emissionen über die gesamte Wertschöpfungskette – von den Lieferketten über Fertigung und Logistik bis zur Nutzungsph
Audi,2023,Bentley stellt sein gesamtes Produktportfolio Schritt für Schritt auf Elektromobilität um.,konkrete Maßnahme,0.6065296530723572,0.2741788625717163,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.6065296530723572, 0.33235079050064087, 0.06111954152584076]",Bentley stellt sein gesamtes Produktportfolio Schritt für Schritt auf Elektromobilität um.
Audi,2023,Durch die Installation zusätzlicher Solarmodule in 2023 steigt die Solarleistung auf dem Werkgelände auf zehn Megawatt.,konkrete Maßnahme,0.5217026472091675,0.19522947072982788,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5217026472091675, 0.3264731764793396, 0.15182413160800934]",Durch die Installation zusätzlicher Solarmodule in 2023 steigt die Solarleistung auf dem Werkgelände auf zehn Megawatt.
Audi,2023,Im Laufe des Jahres 2024 wird der Elektrifizierungsprozess mit der Markteinführung der ersten Hybridversionen des Super-SUV Lamborghini Urus und des Huracán-Nachfolgers als zweitem High Performance Electrified Vehicle (HPEV) der Modellpalette abgeschlossen.,konkrete Maßnahme,0.5947608351707458,0.2807311713695526,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5947608351707458, 0.31402966380119324, 0.0912095233798027]",Im Laufe des Jahres 2024 wird der Elektrifizierungsprozess mit der Markteinführung der ersten Hybridversionen des Super-SUV Lamborghini Urus und des H
Audi,2023,"""Der nächste Meilenstein in Richtung Dekarbonisierung ist für 2028 geplant:""",konkrete Maßnahme,0.9950916171073914,0.991271295119077,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9950916171073914, 0.00382032198831439, 0.001088145887479186]","""Der nächste Meilenstein in Richtung Dekarbonisierung ist für 2028 geplant:"""
Audi,2023,Reduzierung um 50 Prozent bis 2025,unsicher,0.4301161766052246,0.05715388059616089,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4301161766052246, 0.3729622960090637, 0.19692154228687286]",Reduzierung um 50 Prozent bis 2025
Audi,2023,eine Reduzierung um 80 Prozent bis 2030.,konkrete Maßnahme,0.5498768091201782,0.2916508913040161,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5498768091201782, 0.2582259178161621, 0.1918972283601761]",eine Reduzierung um 80 Prozent bis 2030.
Audi,2023,Markteinführung des Audi Q6 e-tron im Jahr 2024,unsicher,0.4515500068664551,0.007868021726608276,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.4515500068664551, 0.4436819851398468, 0.10476803779602051]",Markteinführung des Audi Q6 e-tron im Jahr 2024
Audi,2023,"Operative Umsatzrendite (RoS) 10,5 % +0,5 ppt. a",unsicher,0.4609893560409546,0.006259709596633911,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4609893560409546, 0.4547296464443207, 0.08428097516298294]","Operative Umsatzrendite (RoS) 10,5 % +0,5 ppt. a"
Audi,2023,Bis zum Jahr 2050 klimaneutral zu werden,konkrete Maßnahme,0.8389932513237,0.7262764722108841,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.8389932513237, 0.11271677911281586, 0.04828988388180733]",Bis zum Jahr 2050 klimaneutral zu werden
Audi,2023,Kapitalströme in nachhaltige Investitionen umzulenken sowie Transparenz und Langfristigkeit in der Finanz- und Wirtschaftstätigkeit zu fördern.,konkrete Maßnahme,0.9818094372749329,0.9660788308829069,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9818094372749329, 0.015730606392025948, 0.0024599465541541576]",Kapitalströme in nachhaltige Investitionen umzulenken sowie Transparenz und Langfristigkeit in der Finanz- und Wirtschaftstätigkeit zu fördern.
Audi,2023,"Audi bekennt sich zum Pariser Klimaschutzabkommen und richtet seine eigenen Aktivitäten am 1,5-Grad-Ziel aus. Das Unternehmen beabsichtigt, bis 2050 bilanziell CO2-neutral zu sein.",konkrete Maßnahme,0.9987857937812805,0.9976698892423883,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9987857937812805, 0.0011159045388922095, 9.827140456764027e-05]","Audi bekennt sich zum Pariser Klimaschutzabkommen und richtet seine eigenen Aktivitäten am 1,5-Grad-Ziel aus. Das Unternehmen beabsichtigt, bis 2050 b"
Audi,2023,"""Für den Audi Konzern spielt Nachhaltigkeit eine zentrale Rolle und dies soll sichtbar gemacht werden.""",konkrete Maßnahme,0.9888780117034912,0.9828349258750677,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9888780117034912, 0.0060430858284235, 0.005078858230262995]","""Für den Audi Konzern spielt Nachhaltigkeit eine zentrale Rolle und dies soll sichtbar gemacht werden."""
Audi,2023,Klimaschutz,konkrete Maßnahme,0.9809250235557556,0.9643562380224466,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9809250235557556, 0.016568785533308983, 0.002506204880774021]",Klimaschutz
Audi,2023,Nachhaltige Nutzung und Schutz von Wasserund Meeresressourcen,konkrete Maßnahme,0.9801842570304871,0.9697737172245979,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9801842570304871, 0.01041053980588913, 0.009405138902366161]",Nachhaltige Nutzung und Schutz von Wasserund Meeresressourcen
Audi,2023,Vermeidung und Verminderung der Umweltverschmutzung,konkrete Maßnahme,0.9713972210884094,0.9497890546917915,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9713972210884094, 0.02160816639661789, 0.00699462229385972]",Vermeidung und Verminderung der Umweltverschmutzung
Audi,2023,Übergang zu einer Kreislaufwirtschaft,konkrete Maßnahme,0.8968474268913269,0.8073127940297127,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.8968474268913269, 0.08953463286161423, 0.013617907650768757]",Übergang zu einer Kreislaufwirtschaft
Audi,2023,Schutz und Wiederherstellung der Biodiversität und der Ökosysteme,konkrete Maßnahme,0.9842386841773987,0.9751741597428918,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9842386841773987, 0.009064524434506893, 0.0066968281753361225]",Schutz und Wiederherstellung der Biodiversität und der Ökosysteme
Audi,2023,"""eine Schlüsselrolle bei der Verringerung der Treibhausgasemissionen spielen.""",konkrete Maßnahme,0.9993020296096802,0.9987736101029441,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9993020296096802, 0.0005284195067360997, 0.00016955404134932905]","""eine Schlüsselrolle bei der Verringerung der Treibhausgasemissionen spielen."""
Audi,2023,• Beitrag zum Umweltziel Klimaschutz,konkrete Maßnahme,0.9978573322296143,0.9966589158866554,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9978573322296143, 0.001198416342958808, 0.0009443292510695755]",• Beitrag zum Umweltziel Klimaschutz
Audi,2023,• Herstellung von CO2-armen Verkehrstechnologien,konkrete Maßnahme,0.8220136165618896,0.701432429254055,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.8220136165618896, 0.12058118730783463, 0.0574052520096302]",• Herstellung von CO2-armen Verkehrstechnologien
Audi,2023,Bis zum 31. Dezember 2025 gilt dabei ein Grenzwert von < 50 g/km CO2 gemäß WLTP.,konkrete Maßnahme,0.823498010635376,0.7161620706319809,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.823498010635376, 0.10733594000339508, 0.06916607171297073]",Bis zum 31. Dezember 2025 gilt dabei ein Grenzwert von < 50 g/km CO2 gemäß WLTP.
Audi,2023,Kein Inhalt vorhanden,fragwürdige Nachhaltigkeitsaussage,0.6962146162986755,0.48242469131946564,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.6962146162986755, 0.2137899249792099, 0.08999548107385635]",Kein Inhalt vorhanden
Audi,2023,• BEV = 0 g/km CO2 und PHEV < 50 g/km CO2 bis 2025,konkrete Maßnahme,0.687549352645874,0.5010465979576111,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.687549352645874, 0.18650275468826294, 0.12594786286354065]",• BEV = 0 g/km CO2 und PHEV < 50 g/km CO2 bis 2025
Audi,2023,Audi investiert in nachhaltige Zukunft Die Markengruppe Progressive setzt ihre ambitionierte BEV-Roadmap fort.,konkrete Maßnahme,0.9992453455924988,0.9985941447666846,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9992453455924988, 0.0006512008258141577, 0.00010343819303670898]",Audi investiert in nachhaltige Zukunft Die Markengruppe Progressive setzt ihre ambitionierte BEV-Roadmap fort.
Audi,2023,"Ökonomische Stabilität im EU-Taxonomie-konformen Anteil der Umsatzerlöse von 16,3 Prozent",konkrete Maßnahme,0.7364639639854431,0.583144411444664,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.7364639639854431, 0.1533195525407791, 0.11021645367145538]","Ökonomische Stabilität im EU-Taxonomie-konformen Anteil der Umsatzerlöse von 16,3 Prozent"
Audi,2023,EUR 100 % taxonomiefähige Betriebsausgaben,konkrete Maßnahme,0.5453929901123047,0.2288176417350769,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5453929901123047, 0.3165753483772278, 0.13803166151046753]",EUR 100 % taxonomiefähige Betriebsausgaben
Audi,2023,CO2-Emissionen kombiniert in g/km: 0;,unsicher,0.458270400762558,0.11870899796485901,"['vage Behauptung', 'konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage']","[0.458270400762558, 0.339561402797699, 0.20216819643974304]",CO2-Emissionen kombiniert in g/km: 0;
Audi,2023,"Investitionsquote1 12,4 % zwischen 11,0 und 13,0 %",unsicher,0.4352138936519623,0.10021781921386719,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4352138936519623, 0.3349960744380951, 0.22978998720645905]","Investitionsquote1 12,4 % zwischen 11,0 und 13,0 %"
Audi,2023,"Operative Umsatzrendite (RoS) 9,0 % zwischen 8,0 und 10,0 %",unsicher,0.4876013398170471,0.08336561918258667,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4876013398170471, 0.40423572063446045, 0.10816293954849243]","Operative Umsatzrendite (RoS) 9,0 % zwischen 8,0 und 10,0 %"
Audi,2023,"Netto-Cashflow 4,7 Mrd. EUR zwischen 2,5 und 3,5 Mrd. EUR",unsicher,0.42997005581855774,0.08040684461593628,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.42997005581855774, 0.34956321120262146, 0.2204667329788208]","Netto-Cashflow 4,7 Mrd. EUR zwischen 2,5 und 3,5 Mrd. EUR"
Audi,2023,"• der nachhaltigen Absicherung der strategischen, operativen und finanziellen Unternehmensziele,",konkrete Maßnahme,0.9982320666313171,0.9972381714032963,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9982320666313171, 0.0009938952280208468, 0.0007740463479422033]","• der nachhaltigen Absicherung der strategischen, operativen und finanziellen Unternehmensziele,"
Audi,2023,"• der Stabilisierung und Weiterentwicklung des Unternehmens im Sinne seiner Interessengruppen,",konkrete Maßnahme,0.8769322633743286,0.8008937984704971,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.8769322633743286, 0.07603846490383148, 0.0470292903482914]","• der Stabilisierung und Weiterentwicklung des Unternehmens im Sinne seiner Interessengruppen,"
Audi,2023,• der Wahrung der langfristigen Zukunfts- und Wettbewerbsfähigkeit.,konkrete Maßnahme,0.9843822717666626,0.9751556562259793,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9843822717666626, 0.00922661554068327, 0.006391090340912342]",• der Wahrung der langfristigen Zukunfts- und Wettbewerbsfähigkeit.
Audi,2023,"""langfristig wirkenden unternehmerischen Entscheidungen""",konkrete Maßnahme,0.9269616603851318,0.8825789578258991,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9269616603851318, 0.04438270255923271, 0.028655625879764557]","""langfristig wirkenden unternehmerischen Entscheidungen"""
Audi,2023,"""Entsprechend betrachtet Audi bei Produktentscheidungen auch CO2-Effekte.""",konkrete Maßnahme,0.6645838022232056,0.49589303135871887,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.6645838022232056, 0.1686907708644867, 0.16672547161579132]","""Entsprechend betrachtet Audi bei Produktentscheidungen auch CO2-Effekte."""
Audi,2023,CO2-Emissionen im Rahmen der Produktion gesenkt werden.,konkrete Maßnahme,0.8126024603843689,0.6704594194889069,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.8126024603843689, 0.14214304089546204, 0.04525452479720116]",CO2-Emissionen im Rahmen der Produktion gesenkt werden.
Audi,2023,"* ""Alternative Antriebstechnologien und Emissionen der Fahrzeuge"" (Seite 76)",unsicher,0.4416687488555908,0.027568906545639038,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.4416687488555908, 0.4140998423099518, 0.14423148334026337]","* ""Alternative Antriebstechnologien und Emissionen der Fahrzeuge"" (Seite 76)"
Audi,2023,"* ""Emissionen und Energie entlang der Wertschöpfungskette"" (Seite 66)",unsicher,0.45040667057037354,0.05985012650489807,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.45040667057037354, 0.39055654406547546, 0.15903674066066742]","* ""Emissionen und Energie entlang der Wertschöpfungskette"" (Seite 66)"
